% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3820 +1.443402981e+002 +1.443402981e+002 +1.144340298e+003 +1.144340298e+003 -6.5523e+000 -3.6728e+000 +3.8882e+000 -9.7352e-001 -4.8920e-001 -3.4940e+000 -1.8748e+000 +2.5290e+000 +2.4602e+000 -2.2064e+000 +3.2046e+000 -2.0543e+000 -2.0865e+000 -2.1463e+000 +4.4498e-001 +3.2009e+000 +3.4534e+000 +1.4482e+000 +1.2281e+000 +1.7431e+000
3976 +7.443301066e+001 +7.443301066e+001 +1.074433011e+003 +1.074433011e+003 -6.7010e+000 -5.5200e+000 +1.9593e+000 -2.4183e+000 -6.3498e-001 -2.9582e+000 -1.9783e+000 +2.6765e+000 +2.4785e+000 -2.1002e+000 +3.2903e+000 -2.0844e+000 -2.1418e+000 -2.1556e+000 +4.6375e-001 +3.1972e+000 +3.4535e+000 +1.4492e+000 +1.2275e+000 +1.7465e+000
4106 +6.103281360e+001 +6.103281360e+001 +1.061032814e+003 +1.061032814e+003 -7.1817e+000 -4.8349e+000 +1.2135e+000 -2.2288e+000 -6.2690e-002 -2.7138e+000 -2.1911e+000 +2.7240e+000 +2.4591e+000 -2.1968e+000 +3.2959e+000 -2.0719e+000 -2.1261e+000 -2.1705e+000 +4.5600e-001 +3.1973e+000 +3.4521e+000 +1.4484e+000 +1.2283e+000 +1.7460e+000
4333 +3.468186901e+001 +3.468186901e+001 +1.034681869e+003 +1.034681869e+003 -6.0377e+000 -3.6159e+000 +1.6496e+000 -1.5488e+000 -1.9323e-001 -3.1257e+000 -2.2106e+000 +2.7099e+000 +2.3853e+000 -2.2423e+000 +3.2864e+000 -2.0694e+000 -2.1126e+000 -2.1795e+000 +4.5580e-001 +3.2008e+000 +3.4557e+000 +1.4483e+000 +1.2277e+000 +1.7443e+000
4506 +1.880597883e+001 +1.880597883e+001 +1.018805979e+003 +1.018805979e+003 -5.6172e+000 -2.0687e+000 +1.5119e+000 -2.5134e+000 +1.7332e-001 -3.0909e+000 -2.1654e+000 +2.6357e+000 +2.4338e+000 -2.2245e+000 +3.2421e+000 -2.0559e+000 -2.1122e+000 -2.1794e+000 +4.6644e-001 +3.2040e+000 +3.4544e+000 +1.4462e+000 +1.2262e+000 +1.7448e+000
4941 +1.550843237e+001 +1.550843237e+001 +1.015508432e+003 +1.015508432e+003 -5.6022e+000 -1.9692e+000 +1.6465e+000 -1.8171e+000 +5.5466e-002 -2.9926e+000 -2.1484e+000 +2.7534e+000 +2.3844e+000 -2.2425e+000 +3.2460e+000 -2.0531e+000 -2.1060e+000 -2.1852e+000 +4.6663e-001 +3.2045e+000 +3.4553e+000 +1.4466e+000 +1.2252e+000 +1.7448e+000
5080 +8.903345326e+000 +8.903345326e+000 +1.008903345e+003 +1.008903345e+003 -5.2894e+000 -2.2036e+000 +1.4579e+000 -2.1997e+000 +7.1634e-002 -3.0172e+000 -2.0881e+000 +2.8138e+000 +2.3704e+000 -2.2096e+000 +3.2453e+000 -2.0606e+000 -2.1111e+000 -2.1835e+000 +4.7243e-001 +3.2057e+000 +3.4553e+000 +1.4471e+000 +1.2249e+000 +1.7443e+000
5405 +5.580388430e+000 +5.580388430e+000 +1.005580388e+003 +1.005580388e+003 -4.7676e+000 -2.5778e+000 +1.6436e+000 -2.2207e+000 +2.6497e-002 -2.9661e+000 -2.0348e+000 +2.7638e+000 +2.3595e+000 -2.1841e+000 +3.2494e+000 -2.0704e+000 -2.1129e+000 -2.1848e+000 +4.7424e-001 +3.2044e+000 +3.4555e+000 +1.4472e+000 +1.2244e+000 +1.7453e+000
5632 +3.844326973e+000 +3.844326973e+000 +1.003844327e+003 +1.003844327e+003 -4.2971e+000 -2.6531e+000 +1.6954e+000 -2.3474e+000 -1.8178e-002 -2.9042e+000 -2.0277e+000 +2.7310e+000 +2.3711e+000 -2.2050e+000 +3.2545e+000 -2.0708e+000 -2.1145e+000 -2.1832e+000 +4.7606e-001 +3.2061e+000 +3.4558e+000 +1.4473e+000 +1.2247e+000 +1.7451e+000
5718 +2.058210334e+000 +2.058210334e+000 +1.002058210e+003 +1.002058210e+003 -3.9785e+000 -2.7329e+000 +1.7032e+000 -2.3180e+000 -2.2052e-001 -2.9545e+000 -2.0944e+000 +2.7331e+000 +2.3677e+000 -2.2059e+000 +3.2323e+000 -2.0631e+000 -2.1161e+000 -2.1895e+000 +4.7258e-001 +3.2048e+000 +3.4564e+000 +1.4474e+000 +1.2250e+000 +1.7451e+000
5909 +1.432326292e+000 +1.432326292e+000 +1.001432326e+003 +1.001432326e+003 -3.7865e+000 -2.7444e+000 +1.8778e+000 -2.3244e+000 -1.6037e-001 -2.9356e+000 -2.0620e+000 +2.7267e+000 +2.3712e+000 -2.1978e+000 +3.2491e+000 -2.0648e+000 -2.1150e+000 -2.1878e+000 +4.7394e-001 +3.2064e+000 +3.4563e+000 +1.4470e+000 +1.2249e+000 +1.7449e+000
6283 +9.730191372e-001 +9.730191372e-001 +1.000973019e+003 +1.000973019e+003 -3.6748e+000 -2.9763e+000 +1.7996e+000 -2.2752e+000 -2.1917e-001 -2.9670e+000 -2.0618e+000 +2.7273e+000 +2.3762e+000 -2.1944e+000 +3.2428e+000 -2.0650e+000 -2.1175e+000 -2.1889e+000 +4.7459e-001 +3.2067e+000 +3.4561e+000 +1.4470e+000 +1.2250e+000 +1.7450e+000
% function evaluation | noise-free fitness - Fopt (3.261100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.092378669e+007 +3.092378669e+007 +3.092411280e+007 +3.092411280e+007 -4.7081e+000 -3.5407e+000 +3.6045e+000 -1.5617e+000 -4.8229e+000 +1.8816e+000 -1.9123e+000 +1.2012e+000 +1.2202e+000 -4.3596e+000 -3.2625e+000 +1.6591e+000 -2.0509e+000 +4.4959e+000 -1.6479e+000 +2.9866e+000 -3.0866e+000 -3.0221e-001 -3.4724e+000 +2.2302e+000
6 +2.334802566e+007 +2.334802566e+007 +2.334835177e+007 +2.334835177e+007 +4.9500e+000 +4.1107e+000 +1.9405e-001 +2.5102e+000 +1.9401e+000 +4.4702e+000 -1.1836e+000 +4.4991e+000 +2.1004e+000 +3.1906e+000 -4.2832e+000 -1.8543e+000 -3.4771e+000 +3.7050e+000 +4.7965e+000 -3.0453e+000 -3.5939e+000 -6.4319e-001 -3.8089e+000 +1.2279e+000
13 +1.211665878e+007 +1.211665878e+007 +1.211698489e+007 +1.211698489e+007 +3.5909e+000 +1.6508e+000 +1.2153e+000 +3.7894e-001 -9.4373e-001 -4.9382e-001 +2.5835e+000 +3.8932e+000 +2.4082e+000 -2.1417e+000 -3.6864e+000 +6.3532e-001 -4.4382e+000 -2.0765e+000 +3.1021e+000 +1.3486e-001 -1.8160e+000 +1.1454e+000 +8.2212e-001 -2.9478e+000
36 +8.993134837e+006 +8.993134837e+006 +8.993460947e+006 +8.993460947e+006 -4.1636e+000 +4.2629e+000 -3.2014e+000 -3.2782e+000 -4.6085e-001 -3.6121e+000 +4.9639e+000 -1.1685e+000 -2.5920e+000 -3.4446e+000 -4.0144e+000 -3.2985e+000 -1.4366e+000 +1.2452e+000 -3.9285e+000 +4.1081e+000 -3.0651e+000 +1.8151e+000 -7.4365e-001 -1.3255e+000
39 +4.071500577e+006 +4.071500577e+006 +4.071826687e+006 +4.071826687e+006 +1.0853e+000 +4.6560e+000 -2.3995e+000 +4.3642e-001 -5.3229e-001 +8.2922e-001 -8.3236e-001 +1.9421e+000 +2.7603e+000 +1.3709e+000 +4.0880e+000 -4.1298e-001 -1.3216e+000 +3.9604e+000 +2.9148e+000 -1.2639e+000 +2.5840e+000 +4.8062e+000 -4.0933e+000 -2.8364e+000
261 +3.359332005e+006 +3.359332005e+006 +3.359658115e+006 +3.359658115e+006 +2.7865e-002 +5.3385e+000 -1.1830e+000 -8.2514e-001 +8.0978e-001 +3.2765e-001 -7.8782e-001 +9.4064e-002 +2.1601e+000 +3.6196e-001 +2.4786e+000 -4.8969e+000 -4.0142e+000 +2.0269e+000 +2.1518e+000 -1.6097e+000 +1.0112e+000 +5.2382e+000 -4.1594e+000 -2.1919e+000
334 +1.221035555e+006 +1.221035555e+006 +1.221361665e+006 +1.221361665e+006 -4.0384e+000 +5.3385e+000 -9.6660e-001 +2.3837e+000 +8.0978e-001 +3.2765e-001 -7.8782e-001 +1.6749e+000 +2.1601e+000 -3.6701e+000 +2.4786e+000 -4.8969e+000 -3.3858e+000 +2.0269e+000 +2.1518e+000 +3.0545e+000 -1.9951e+000 +5.2382e+000 -4.1594e+000 -2.5998e+000
352 +9.745885573e+005 +9.745885573e+005 +9.749146673e+005 +9.749146673e+005 -2.6682e-001 +5.4096e-001 -3.3371e+000 +2.5539e+000 +4.4165e+000 +1.7449e+000 -2.5940e-001 -2.7689e+000 +7.8022e-001 -3.4885e+000 +5.0617e-001 +8.6602e-001 -1.3231e+000 +1.6674e+000 +2.1303e+000 +8.1180e-001 -5.7100e-001 +4.2810e+000 -3.5022e+000 -2.5170e+000
496 +5.691249974e+005 +5.691249974e+005 +5.694511074e+005 +5.694511074e+005 +6.3438e-001 -5.1720e+000 -2.2060e+000 +3.2771e+000 +2.4724e+000 +1.7419e+000 -2.9708e-001 -6.9461e-001 +1.3060e+000 +1.6333e-001 +1.2702e+000 -2.0893e+000 -1.5010e+000 +1.8234e+000 +1.8885e+000 +5.2073e-001 -3.7982e+000 +4.8763e+000 -3.7046e+000 -3.2275e+000
670 +3.791606768e+005 +3.791606768e+005 +3.794867868e+005 +3.794867868e+005 +5.6736e-001 -3.3526e+000 -2.1937e+000 +2.9938e+000 +2.3392e+000 +1.5706e+000 -3.7569e-001 -1.8377e+000 +1.2868e+000 -8.8089e-002 +1.2062e+000 -1.4200e+000 -1.7892e+000 +1.7626e+000 +1.4484e+000 +3.8837e-001 -2.8173e+000 +4.8079e+000 -3.5781e+000 -2.8359e+000
828 +2.429605689e+005 +2.429605689e+005 +2.432866789e+005 +2.432866789e+005 +1.2770e-001 -4.3039e-001 -3.8507e+000 +2.7478e+000 +2.4689e+000 +1.1893e+000 -1.1304e+000 -1.2002e+000 +1.5955e+000 -1.2494e+000 +1.3585e+000 -1.2518e+000 -1.0637e+000 +1.8719e+000 +1.1905e+000 +5.9174e-001 -2.4543e+000 +4.3646e+000 -3.7742e+000 -2.8090e+000
952 +1.467179566e+005 +1.467179566e+005 +1.470440666e+005 +1.470440666e+005 -2.7446e+000 -2.6459e+000 -5.6985e-001 +3.6808e+000 +3.4973e+000 -2.0417e+000 -3.7398e+000 +7.5767e-002 +1.6843e+000 +2.0931e+000 +8.4316e-001 -2.2985e+000 -2.8302e-001 +1.7433e+000 +1.7633e+000 +1.4002e+000 -2.6423e+000 +4.2492e+000 -3.9399e+000 -2.8956e+000
1133 +9.687393433e+004 +9.687393433e+004 +9.720004433e+004 +9.720004433e+004 -5.0674e+000 -3.2319e+000 +4.2711e+000 +4.6358e+000 +5.1722e+000 -3.2733e+000 -3.4044e+000 -2.7232e-001 +3.7393e+000 +2.1183e+000 -6.4138e-001 -1.1332e+000 -8.2955e-001 +1.6720e+000 +1.9143e+000 +4.3798e-001 -3.0348e+000 +4.0374e+000 -3.9288e+000 -3.0156e+000
1539 +5.890730594e+004 +5.890730594e+004 +5.923341594e+004 +5.923341594e+004 -7.8172e+000 -2.8172e+000 +3.2008e+000 +6.4041e+000 +4.8693e+000 -3.5605e+000 -4.0812e+000 +5.2628e-002 +3.4428e+000 -9.5854e-002 -3.3346e+000 +8.6422e-001 -4.3658e-001 +9.6019e-001 +2.7501e+000 +1.3664e+000 -2.9153e+000 +3.9204e+000 -3.9625e+000 -3.0667e+000
1674 +3.651128789e+004 +3.651128789e+004 +3.683739789e+004 +3.683739789e+004 -8.6441e+000 -7.5637e+000 +4.1784e+000 +4.5838e+000 +4.9120e+000 -1.5130e+000 -3.3388e+000 -7.4018e-001 +1.8974e+000 +8.3215e-001 -2.6728e+000 +1.6199e+000 -2.3930e-001 +1.2017e+000 +2.8313e+000 +1.1056e+000 -3.0024e+000 +3.6906e+000 -3.8829e+000 -3.0435e+000
1759 +2.472576463e+004 +2.472576463e+004 +2.505187463e+004 +2.505187463e+004 -7.8124e+000 -8.8781e+000 +5.8670e+000 +4.4432e+000 +4.7349e+000 -2.0598e+000 -3.0070e+000 -1.4674e+000 +2.3473e+000 -6.6688e-001 -2.3743e+000 +2.0961e+000 -1.3533e-001 +1.1022e+000 +2.6667e+000 +1.0812e+000 -2.8558e+000 +3.6758e+000 -3.7058e+000 -2.9969e+000
1953 +1.437792628e+004 +1.437792628e+004 +1.470403628e+004 +1.470403628e+004 -6.0326e+000 -9.8330e+000 +5.1406e+000 +4.4042e+000 +4.2910e+000 -2.3050e+000 -3.7679e+000 -5.7497e-001 +1.9148e+000 +1.8351e+000 -3.9480e+000 +1.9294e+000 -2.1836e-002 +1.0376e+000 +2.6120e+000 +1.0706e+000 -3.0161e+000 +3.8179e+000 -3.7326e+000 -2.9666e+000
2117 +9.359148544e+003 +9.359148544e+003 +9.685258544e+003 +9.685258544e+003 -6.4183e+000 -9.0698e+000 +5.5593e+000 +4.4217e+000 +3.6725e+000 -2.4998e+000 -2.5379e+000 -1.0558e+000 +1.9794e+000 +7.2959e-001 -3.6712e+000 +1.2667e+000 -2.2092e-002 +1.0427e+000 +2.5766e+000 +1.0776e+000 -2.9529e+000 +3.8178e+000 -3.7926e+000 -2.9699e+000
2232 +5.137859300e+003 +5.137859300e+003 +5.463969300e+003 +5.463969300e+003 -5.8475e+000 -1.0389e+001 +5.5179e+000 +3.9788e+000 +2.7349e+000 -2.8660e+000 -1.4543e+000 +1.3910e+000 +1.9089e+000 +6.0229e-001 -3.2754e+000 +9.6602e-001 +6.7317e-001 +1.3222e+000 +2.5219e+000 +1.0832e+000 -2.8008e+000 +3.8660e+000 -3.7610e+000 -2.9342e+000
2536 +2.026752273e+003 +2.026752273e+003 +2.352862273e+003 +2.352862273e+003 -7.0844e+000 -1.3364e+001 +3.1274e+000 +3.3877e+000 +1.1336e+000 -2.6864e+000 -3.2062e+000 +3.6995e+000 +2.0786e+000 +9.3928e-001 -3.3815e+000 +9.4511e-001 +2.7422e-001 +1.3563e+000 +2.5663e+000 +9.9600e-001 -2.9088e+000 +3.8051e+000 -3.7783e+000 -2.9576e+000
2767 +1.517316349e+003 +1.517316349e+003 +1.843426349e+003 +1.843426349e+003 -6.9225e+000 -1.3291e+001 +9.8561e-001 +3.3954e+000 +1.1099e+000 -3.6233e+000 -2.9234e+000 +3.5076e+000 +2.1472e+000 -6.5841e-003 -3.3198e+000 +9.3964e-001 +3.1877e-001 +1.2855e+000 +2.4886e+000 +9.7599e-001 -2.8898e+000 +3.8105e+000 -3.7763e+000 -2.9424e+000
3170 +9.410542734e+002 +9.410542734e+002 +1.267164273e+003 +1.267164273e+003 -7.4381e+000 -1.1031e+001 +8.5269e-001 +3.1070e+000 +1.7207e+000 -3.4011e+000 -3.2056e+000 +3.4896e+000 +2.0594e+000 +4.5716e-001 -3.1982e+000 +9.4792e-001 +2.3273e-001 +1.3159e+000 +2.4834e+000 +9.8117e-001 -2.8758e+000 +3.8139e+000 -3.7603e+000 -2.9445e+000
3346 +6.288472988e+002 +6.288472988e+002 +9.549572988e+002 +9.549572988e+002 -5.1254e+000 -8.1462e+000 +1.4081e+000 +2.6857e+000 -1.4353e-001 -1.6391e+000 -3.1078e+000 +3.7062e+000 +2.2727e+000 +3.5975e-001 -3.2029e+000 +8.6180e-001 +2.8407e-001 +1.2746e+000 +2.4918e+000 +1.0056e+000 -2.8640e+000 +3.8157e+000 -3.7580e+000 -2.9340e+000
3587 +3.344083390e+002 +3.344083390e+002 +6.605183390e+002 +6.605183390e+002 -4.1639e+000 -5.8957e+000 +2.7999e+000 +3.1874e+000 -1.5749e+000 -2.4318e+000 -3.2072e+000 +3.9033e+000 +1.8205e+000 +5.3911e-001 -3.1483e+000 +9.1922e-001 +1.9150e-001 +1.2685e+000 +2.5032e+000 +1.0119e+000 -2.8748e+000 +3.8164e+000 -3.7466e+000 -2.9420e+000
3602 +2.473556481e+002 +2.473556481e+002 +5.734656481e+002 +5.734656481e+002 -2.4319e+000 -1.7407e+000 +2.7704e+000 +3.4900e+000 -2.0824e+000 -2.5568e+000 -2.7467e+000 +4.0332e+000 +1.6427e+000 +6.1882e-001 -3.2004e+000 +8.6561e-001 +2.1702e-001 +1.2862e+000 +2.4827e+000 +1.0121e+000 -2.8770e+000 +3.8178e+000 -3.7491e+000 -2.9393e+000
3950 +1.545507148e+002 +1.545507148e+002 +4.806607148e+002 +4.806607148e+002 -4.7433e+000 +3.2894e+000 +2.9702e+000 +3.0243e+000 -2.3116e+000 -2.6487e+000 -3.0526e+000 +3.9895e+000 +1.5863e+000 +6.0590e-001 -3.2170e+000 +9.3896e-001 +2.2223e-001 +1.2956e+000 +2.4818e+000 +1.0137e+000 -2.8799e+000 +3.8176e+000 -3.7545e+000 -2.9419e+000
4455 +9.900133664e+001 +9.900133664e+001 +4.251113366e+002 +4.251113366e+002 -1.9061e+000 +2.1380e+000 +2.6288e+000 +3.0845e+000 -1.7364e+000 -2.4103e+000 -3.0539e+000 +4.0633e+000 +1.8390e+000 +5.9285e-001 -3.2275e+000 +9.2943e-001 +1.8876e-001 +1.2874e+000 +2.4826e+000 +1.0003e+000 -2.8812e+000 +3.8161e+000 -3.7587e+000 -2.9398e+000
4716 +5.400145471e+001 +5.400145471e+001 +3.801114547e+002 +3.801114547e+002 -3.7351e+000 +1.4590e+000 +3.3703e+000 +1.9595e+000 -1.4709e+000 -2.1742e+000 -2.9666e+000 +4.0765e+000 +1.8166e+000 +5.3693e-001 -3.2511e+000 +9.4667e-001 +1.8281e-001 +1.2734e+000 +2.4703e+000 +9.9728e-001 -2.8779e+000 +3.8145e+000 -3.7575e+000 -2.9394e+000
4943 +3.893320724e+001 +3.893320724e+001 +3.650432072e+002 +3.650432072e+002 -3.3962e+000 +2.4197e+000 +3.2855e+000 +9.0900e-001 -1.2437e+000 -2.0228e+000 -2.9273e+000 +4.0314e+000 +1.8024e+000 +5.3022e-001 -3.2296e+000 +9.5817e-001 +2.1116e-001 +1.2839e+000 +2.4641e+000 +1.0014e+000 -2.8792e+000 +3.8183e+000 -3.7594e+000 -2.9398e+000
5170 +2.095558837e+001 +2.095558837e+001 +3.470655884e+002 +3.470655884e+002 -3.9446e+000 +2.4011e+000 +2.5914e+000 -2.1995e-002 -1.4377e+000 -2.4508e+000 -3.0547e+000 +4.0632e+000 +1.8430e+000 +5.4908e-001 -3.2363e+000 +9.7992e-001 +1.8639e-001 +1.2991e+000 +2.4852e+000 +1.0081e+000 -2.8747e+000 +3.8143e+000 -3.7603e+000 -2.9403e+000
5305 +1.271736845e+001 +1.271736845e+001 +3.388273684e+002 +3.388273684e+002 -3.5799e+000 +2.2422e+000 +3.1515e+000 +7.9639e-002 -1.4656e+000 -2.5277e+000 -2.9957e+000 +3.9716e+000 +1.8652e+000 +5.5727e-001 -3.2257e+000 +9.6807e-001 +1.9080e-001 +1.2889e+000 +2.4741e+000 +1.0059e+000 -2.8791e+000 +3.8141e+000 -3.7591e+000 -2.9394e+000
5561 +9.367084116e+000 +9.367084116e+000 +3.354770841e+002 +3.354770841e+002 -3.3833e+000 +2.0739e+000 +2.8446e+000 +2.1570e-001 -1.6359e+000 -2.5216e+000 -3.0275e+000 +4.0189e+000 +1.8861e+000 +5.5360e-001 -3.2414e+000 +9.7414e-001 +1.8736e-001 +1.2927e+000 +2.4748e+000 +1.0098e+000 -2.8771e+000 +3.8141e+000 -3.7581e+000 -2.9396e+000
5652 +5.451338675e+000 +5.451338675e+000 +3.315613387e+002 +3.315613387e+002 -2.7536e+000 +2.5141e+000 +2.9886e+000 +1.4194e-001 -1.6690e+000 -2.4094e+000 -3.0721e+000 +4.0156e+000 +1.8644e+000 +5.2054e-001 -3.2593e+000 +9.7072e-001 +1.8369e-001 +1.2925e+000 +2.4755e+000 +1.0072e+000 -2.8768e+000 +3.8157e+000 -3.7578e+000 -2.9397e+000
6023 +3.233221309e+000 +3.233221309e+000 +3.293432213e+002 +3.293432213e+002 -3.3841e+000 +2.6829e+000 +2.7291e+000 -3.2464e-002 -1.7432e+000 -2.3938e+000 -3.0716e+000 +4.0049e+000 +1.8900e+000 +5.3072e-001 -3.2488e+000 +9.5347e-001 +1.8985e-001 +1.2916e+000 +2.4745e+000 +1.0060e+000 -2.8757e+000 +3.8167e+000 -3.7567e+000 -2.9400e+000
6118 +2.348868138e+000 +2.348868138e+000 +3.284588681e+002 +3.284588681e+002 -3.6246e+000 +2.7548e+000 +2.5792e+000 -1.5824e-001 -1.7306e+000 -2.4322e+000 -3.0502e+000 +3.9645e+000 +1.9299e+000 +5.2975e-001 -3.2475e+000 +9.5648e-001 +1.8926e-001 +1.2911e+000 +2.4740e+000 +1.0051e+000 -2.8753e+000 +3.8172e+000 -3.7564e+000 -2.9400e+000
% function evaluation | noise-free fitness - Fopt (-4.682000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.261328227e+007 +1.261328227e+007 +1.261323545e+007 +1.261323545e+007 +6.8366e-001 -2.0183e+000 -3.3964e+000 -4.4052e+000 +1.3134e+000 -3.1165e+000 -1.8739e+000 +5.6857e-001 -4.0398e+000 +3.3566e+000 -1.7483e+000 +4.6238e+000 -1.8190e+000 +8.3942e-001 +6.8554e-002 -5.1209e-001 +7.6584e-001 +4.1118e+000 -6.8692e-001 -2.1813e+000
8 +6.955738009e+006 +6.955738009e+006 +6.955691189e+006 +6.955691189e+006 +1.5102e+000 -3.6936e+000 -1.2164e+000 -1.1407e-001 +2.2115e+000 -9.7404e-001 +6.0668e-001 +2.8284e+000 -3.0534e+000 +1.3523e+000 +8.3768e-001 -1.3844e+000 +2.9333e+000 +4.1348e+000 +4.7533e+000 -7.0629e-001 +1.3989e+000 +1.8825e+000 +1.5944e+000 -2.6405e+000
25 +6.190999633e+006 +6.190999633e+006 +6.190952813e+006 +6.190952813e+006 -1.7757e+000 +2.5316e+000 -2.9801e+000 -1.8444e+000 -3.2167e-001 -1.5581e+000 -2.3743e-001 +2.4152e+000 -8.6136e-001 -1.1397e+000 -2.6045e+000 +4.3098e+000 +4.2995e+000 +7.9053e-001 -3.3184e+000 -3.6825e+000 -4.0449e+000 -1.3578e+000 -8.9912e-001 -2.3112e+000
55 +2.530177903e+006 +2.530177903e+006 +2.530131083e+006 +2.530131083e+006 -2.7008e+000 +5.6186e+000 -3.6879e+000 -7.0519e+000 -3.2057e+000 +7.4130e+000 -3.7459e-001 +5.3209e-001 +7.9613e+000 -3.0661e+000 -4.6731e+000 -4.1411e+000 +3.4409e-001 +9.4510e-001 +6.1585e+000 -3.1038e+000 +1.7241e-001 -1.4420e+000 +1.4821e+000 -2.1875e+000
195 +2.094814809e+006 +2.094814809e+006 +2.094767989e+006 +2.094767989e+006 -4.7517e+000 +4.9351e+000 -1.1329e+000 -1.2696e+001 -3.2314e+000 +6.4460e+000 -4.7050e-001 -2.3806e+000 +1.5658e+001 -2.8057e+000 -9.5503e+000 -3.7823e+000 +1.0022e+000 +6.0930e-001 +5.0905e+000 -2.2307e+000 +5.3253e-001 -1.2839e+000 +1.2257e+000 -1.7314e+000
197 +1.352800206e+006 +1.352800206e+006 +1.352753386e+006 +1.352753386e+006 -3.7975e+000 +5.2694e+000 -7.6130e-001 -1.1416e+001 -3.1983e+000 +5.1132e+000 -1.5023e-001 -3.2457e+000 +1.3908e+001 -3.2774e+000 -8.5550e+000 -2.5768e+000 +1.2279e+000 -1.5270e-001 +2.9514e+000 -9.9484e-001 +2.6223e-001 -1.2678e+000 +9.1761e-001 -1.8086e+000
241 +8.167694217e+005 +8.167694217e+005 +8.167226017e+005 +8.167226017e+005 -2.3451e+000 +3.7354e+000 +6.1750e-001 -4.9699e+000 -6.1235e-001 -3.8459e+000 -9.8502e-001 +5.5230e-001 +7.4429e+000 -1.2573e+000 -4.8475e+000 -3.2723e+000 +2.3098e-001 -1.9575e-001 +2.4984e-001 +1.4838e+000 +1.4147e+000 -2.5855e+000 +1.2537e+000 -2.2768e+000
355 +5.358171519e+005 +5.358171519e+005 +5.357703319e+005 +5.357703319e+005 -2.4757e+000 +3.6931e+000 -6.1525e-001 -9.5839e+000 -3.0050e-001 +6.8817e+000 +1.2067e+000 +2.2608e+000 +8.4998e+000 -3.7475e+000 -2.0913e+000 -7.7022e+000 -6.4465e-001 -2.3142e-002 -1.9087e+000 -1.1055e+000 +2.1508e+000 -2.0107e+000 +6.2980e-001 -1.9454e+000
465 +2.729508705e+005 +2.729508705e+005 +2.729040505e+005 +2.729040505e+005 -3.9240e+000 +4.7482e+000 -3.4312e-001 -1.4494e+001 -8.0256e+000 +8.7400e+000 -3.3834e-002 -6.1503e+000 -2.5154e+000 -5.7803e+000 -5.3261e+000 +3.3315e+000 -1.9012e+000 -1.8726e+000 +4.3032e-001 -2.3393e-001 +1.8459e+000 -2.3179e+000 +6.9400e-001 -2.0924e+000
777 +2.323603502e+005 +2.323603502e+005 +2.323135302e+005 +2.323135302e+005 -2.4807e+000 +4.4007e+000 +4.2150e-001 -1.3843e+001 -3.2428e+000 +8.0459e+000 +5.3091e-001 -1.6841e+000 +2.9916e-001 -4.8786e+000 -3.8516e+000 -3.1405e+000 -1.3822e+000 -7.9700e-001 +1.4566e+000 -9.7410e-001 +1.1461e+000 -2.7084e+000 +5.3135e-001 -1.9618e+000
926 +1.281730078e+005 +1.281730078e+005 +1.281261878e+005 +1.281261878e+005 -3.4658e+000 +5.3649e+000 +5.3785e-002 -1.3846e+001 -3.1293e+000 +1.0616e+001 +1.7544e+000 -1.9634e+000 +4.4947e+000 -4.9861e+000 -3.7472e+000 -3.6572e+000 -1.5403e+000 -1.1613e+000 +3.5850e-001 -1.1166e+000 +1.6841e+000 -2.5953e+000 +5.4698e-001 -2.0417e+000
969 +6.704376517e+004 +6.704376517e+004 +6.699694517e+004 +6.699694517e+004 -3.5924e+000 +5.0376e+000 +2.5637e+000 -1.4364e+001 -3.2222e+000 +1.0505e+001 +5.5733e+000 -2.5321e+000 +4.7415e+000 -2.6370e+000 -4.0129e+000 -2.7738e+000 -1.7227e+000 -3.9841e+000 -3.8101e-001 -1.0762e+000 +1.7386e+000 -2.3309e+000 +4.6726e-001 -2.0096e+000
990 +5.123037163e+004 +5.123037163e+004 +5.118355163e+004 +5.118355163e+004 -3.5963e+000 +5.4275e+000 +1.9984e+000 -1.4203e+001 -2.2383e+000 +1.0236e+001 +4.8948e+000 -2.2442e+000 +7.2483e+000 -3.0729e+000 -4.5851e+000 -2.8165e+000 -1.1755e+000 -3.2599e+000 -3.6248e-001 -1.0842e+000 +1.7234e+000 -2.4772e+000 +4.8073e-001 -2.0571e+000
1387 +3.902413907e+004 +3.902413907e+004 +3.897731907e+004 +3.897731907e+004 -3.7391e+000 +5.6022e+000 +2.3930e+000 -1.3099e+001 -1.4804e+000 +1.0415e+001 +4.7378e+000 -2.8232e+000 +8.0047e+000 -3.0656e+000 -4.5253e+000 -2.8772e+000 -6.2942e-001 -3.4224e+000 +8.3426e-002 -1.1319e+000 +1.4829e+000 -2.5356e+000 +5.2830e-001 -2.0931e+000
