% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1509 +3.967923712e+003 +3.967923712e+003 +4.016083712e+003 +4.016083712e+003 +1.2379e+001 +2.2118e+000 +1.6442e+001 +1.7439e+001 +4.3821e+000 +9.3184e+000 +3.8025e+000 +2.2435e-001 +6.9598e+000 +6.5763e+000 +4.8696e+000 +2.2698e+000 +7.9577e+000 +6.2376e+000 +3.2107e-001 +1.7082e+000 +5.3687e+000 +3.8528e+000 -2.5712e+000 -1.3516e+000
2009 +2.504539878e+003 +2.504539878e+003 +2.552699878e+003 +2.552699878e+003 +7.6709e+000 -8.9777e+000 +1.6123e+001 +1.4839e+001 +4.2158e+000 +2.4902e+000 -1.9404e-002 +1.0259e+000 +5.8181e+000 +4.6565e+000 +2.3473e+000 +9.8268e-001 +5.6616e+000 +5.9812e+000 -1.8826e+000 +1.0871e+000 +3.9573e+000 +3.8726e+000 -4.0459e-001 -2.2797e+000
2905 +1.504432124e+003 +1.504432124e+003 +1.552592124e+003 +1.552592124e+003 +4.0267e+000 -9.6807e+000 +1.4977e+001 +1.0637e+001 +3.2364e+000 +3.4419e+000 -1.2896e+000 -1.5547e-001 +9.9301e-001 +3.3804e+000 +1.9148e+000 -4.3035e-001 +4.4344e+000 +5.8595e+000 -2.1772e+000 +8.0135e-001 +3.9368e+000 +2.8865e+000 -1.1011e+000 -1.5396e+000
3573 +9.945404009e+002 +9.945404009e+002 +1.042700401e+003 +1.042700401e+003 +3.7884e+000 -1.6782e+000 +1.5090e+001 +5.0679e+000 +2.5496e+000 +2.6106e+000 -1.5580e+000 -1.4649e+000 +1.1724e+000 +3.0932e+000 +1.8955e+000 -1.9572e-001 +4.2311e+000 +5.7342e+000 -2.6437e+000 +9.2543e-001 +3.7364e+000 +3.1980e+000 -1.0973e+000 -1.3953e+000
% function evaluation | noise-free fitness - Fopt (8.384000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.099664001e+005 +5.099664001e+005 +5.100502401e+005 +5.100502401e+005 +5.0158e+000 +1.0057e+001 +7.7421e+000 +1.2145e+001 +1.3353e+001 +6.8954e+000 +9.8176e+000 +6.0901e+000 +1.3966e+001 +7.0084e+000 +1.0565e+001 +7.1687e+000 +1.0299e+001 +5.4191e+000 +1.4536e+001 +1.4169e+001 +9.0690e+000 +1.1940e+001 +1.3416e+001 +1.2058e+001
3 +1.349711656e+005 +1.349711656e+005 +1.350550056e+005 +1.350550056e+005 +5.3338e+000 +1.4057e+001 +8.4688e+000 +1.3416e+001 +1.2072e+001 +1.2058e+001 +6.8545e+000 +1.1340e+001 +1.1671e+001 +9.4571e+000 +1.3975e+001 +6.9482e+000 +1.4661e+001 +1.1097e+001 +7.4999e+000 +1.4492e+001 +1.1249e+001 +7.1488e+000 +6.7605e+000 +8.3320e+000
4 +6.563710942e+004 +6.563710942e+004 +6.572094942e+004 +6.572094942e+004 +7.5922e+000 +1.3651e+001 +8.7889e+000 +1.2475e+001 +1.4923e+001 +1.1268e+001 +1.2818e+001 +1.1981e+001 +1.0591e+001 +1.2079e+001 +8.1231e+000 +8.5815e+000 +7.5918e+000 +9.1693e+000 +5.1551e+000 +1.0361e+001 +1.0874e+001 +1.2443e+001 +5.0424e+000 +5.9342e+000
27 +6.079342965e+004 +6.079342965e+004 +6.087726965e+004 +6.087726965e+004 +9.5356e+000 +1.4437e+001 +6.4930e+000 +1.1277e+001 +8.2190e+000 +8.9832e+000 +1.1426e+001 +1.4119e+001 +5.6590e+000 +1.0039e+001 +8.4270e+000 +1.0700e+001 +1.0268e+001 +1.2665e+001 +1.2814e+001 +9.7454e+000 +5.5480e+000 +7.1801e+000 +6.8457e+000 +5.7984e+000
514 +3.829657463e+004 +3.829657463e+004 +3.838041463e+004 +3.838041463e+004 +1.0109e+001 +1.5175e+001 +1.1513e+001 +8.8259e+000 +8.5100e+000 +1.0528e+001 +9.3886e+000 +1.3700e+001 +9.3381e+000 +1.4093e+001 +1.0268e+001 +6.6928e+000 +8.3720e+000 +9.8542e+000 +1.1472e+001 +5.1033e+000 +5.5659e+000 +1.6100e+000 +3.1330e+000 +5.6869e+000
771 +2.364000583e+004 +2.364000583e+004 +2.372384583e+004 +2.372384583e+004 +4.0544e+000 +1.3196e+001 +9.1302e+000 -8.4745e+000 +9.5042e+000 +1.2115e+001 +8.0915e+000 +8.6789e+000 +5.1206e+000 +1.2245e+001 +7.0553e+000 +8.9977e+000 +4.0741e+000 +1.0889e+001 +6.4900e+000 +2.8149e+000 +6.8422e+000 -1.8694e-001 +6.4320e-001 +4.8444e+000
973 +1.009909139e+004 +1.009909139e+004 +1.018293139e+004 +1.018293139e+004 +3.7227e+000 +1.5644e+001 +1.2724e+001 +1.4941e+001 +1.0485e+001 +1.1802e+001 +6.3648e+000 +6.1812e+000 +7.2264e+000 +6.4818e+000 +8.2785e+000 +8.9564e+000 +3.3226e+000 +9.1592e+000 +6.3867e+000 +6.0376e+000 +3.6366e+000 +1.0288e+000 -8.0732e-001 +1.8259e+000
1051 +8.952973396e+003 +8.952973396e+003 +9.036813396e+003 +9.036813396e+003 +3.1100e+000 +1.5287e+001 +1.2250e+001 +1.1575e+001 +1.0318e+001 +1.1691e+001 +7.0623e+000 +6.1474e+000 +6.7320e+000 +5.2386e+000 +8.7180e+000 +8.9351e+000 +2.4128e+000 +9.3898e+000 +6.0103e+000 +5.3006e+000 +3.0730e+000 +9.6019e-001 -1.4701e+000 +1.8651e+000
1170 +6.259328537e+003 +6.259328537e+003 +6.343168537e+003 +6.343168537e+003 +1.2840e+000 +1.5785e+001 +1.1964e+001 +1.3348e+001 +7.3662e+000 +1.1002e+001 +7.8375e+000 +5.8173e+000 +1.6000e+000 +4.2292e+000 +7.3814e+000 +7.1769e+000 +1.2275e+000 +8.3165e+000 +5.0794e+000 +4.3405e+000 +4.0893e+000 +4.6244e-001 +8.9344e-001 +3.2970e-001
1401 +3.709288209e+003 +3.709288209e+003 +3.793128209e+003 +3.793128209e+003 -2.0637e+000 +1.5853e+001 +8.6327e+000 +7.5510e+000 +7.3728e+000 +1.0000e+001 +3.7209e+000 +4.6662e+000 +2.8307e+000 +4.8438e+000 +6.1562e+000 +7.1181e+000 +9.2085e-001 +8.1621e+000 +5.9291e+000 +3.5875e+000 +2.9961e+000 +1.8617e+000 -2.6176e+000 -1.4083e+000
1589 +2.493169924e+003 +2.493169924e+003 +2.577009924e+003 +2.577009924e+003 -3.1733e+000 +1.6189e+001 +6.6960e+000 +7.3756e+000 +5.7718e+000 +9.3252e+000 +2.8616e+000 +3.1748e+000 +2.8079e+000 +9.9566e-001 +7.0124e+000 +6.7330e+000 +1.4646e-001 +6.9008e+000 +4.6879e+000 +3.6650e+000 +1.3830e+000 -7.9258e-001 -3.7241e+000 -2.2299e+000
1864 +1.362625475e+003 +1.362625475e+003 +1.446465475e+003 +1.446465475e+003 -7.8254e+000 +1.5993e+001 +3.0163e+000 +4.0911e+000 +6.1271e+000 +8.3064e+000 +2.6668e+000 +9.3994e-001 +1.6887e+000 +7.8941e-001 +3.8386e+000 +4.2092e+000 -2.5188e+000 +4.6995e+000 +3.9831e+000 +5.3553e+000 +1.5138e+000 +8.2608e-001 -5.0550e+000 -4.7572e+000
2060 +9.975871803e+002 +9.975871803e+002 +1.081427180e+003 +1.081427180e+003 -1.0991e+001 +1.6790e+001 +4.2823e+000 +2.3929e+000 +4.6362e+000 +5.9368e+000 +5.0805e-001 +3.8557e-002 +7.2754e-001 -7.1334e-001 +2.6361e+000 +4.5730e+000 -2.6101e+000 +4.4328e+000 +2.6447e+000 +3.4752e+000 +9.9047e-001 +9.1141e-001 -5.3770e+000 -4.9496e+000
2522 +5.996603270e+002 +5.996603270e+002 +6.835003270e+002 +6.835003270e+002 -8.1985e+000 +1.4698e+001 -1.3921e+000 +1.0171e-003 +4.4146e+000 +4.6705e+000 +5.6923e-001 -7.5994e-002 +3.4401e-001 -3.3090e+000 +2.7455e+000 +2.5906e+000 -3.4608e+000 +3.1984e+000 +1.9397e+000 +3.3869e+000 +1.2295e+000 +1.9557e+000 -5.4103e+000 -5.5787e+000
3513 +3.904435253e+002 +3.904435253e+002 +4.742835253e+002 +4.742835253e+002 -3.4171e+000 +1.3053e+001 -2.2548e+000 +5.1554e-002 +3.8831e+000 +4.3163e+000 -4.1311e-001 +1.2891e-001 -2.8422e-001 -2.3055e+000 +1.3389e+000 +2.2720e+000 -4.0882e+000 +2.6196e+000 +1.5952e+000 +2.8813e+000 +5.1960e-001 +1.9307e+000 -4.4706e+000 -4.6427e+000
6847 +2.432299670e+002 +2.432299670e+002 +3.270699670e+002 +3.270699670e+002 -1.5996e+000 +1.3023e+001 -4.8171e-001 +1.4921e-002 +3.8833e+000 +3.0391e+000 -2.1629e-001 -1.1877e+000 -6.5841e-001 -2.1402e+000 +1.2464e+000 +9.7873e-001 -3.8596e+000 +2.6881e+000 +1.9590e+000 +2.1431e+000 +5.6937e-001 +1.8425e+000 -4.5518e+000 -3.6364e+000
% function evaluation | noise-free fitness - Fopt (1.536000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.543677207e+005 +1.543677207e+005 +1.543830807e+005 +1.543830807e+005 +1.3458e+001 +1.0142e+001 +1.2344e+001 +7.1843e+000 +6.5653e+000 +1.1318e+001 +1.2803e+001 +8.0796e+000 +9.3780e+000 +9.7906e+000 +5.7646e+000 +1.1280e+001 +7.1856e+000 +1.1858e+001 +1.0359e+001 +1.4977e+001 +5.4653e+000 +5.4845e+000 +9.2047e+000 +6.9568e+000
4 +8.871606571e+004 +8.871606571e+004 +8.873142571e+004 +8.873142571e+004 +9.5984e+000 +1.4319e+001 +1.0050e+001 +5.6155e+000 +9.5399e+000 +1.4028e+001 +1.4045e+001 +1.1454e+001 +5.1855e+000 +6.5289e+000 +6.1903e+000 +5.3051e+000 +1.3454e+001 +6.4211e+000 +7.9042e+000 +1.1217e+001 +1.0972e+001 +1.4772e+001 +5.1335e+000 +5.4487e+000
46 +5.938106254e+004 +5.938106254e+004 +5.939642254e+004 +5.939642254e+004 +1.4583e+001 +8.1932e+000 +5.6995e+000 +1.1627e+001 +1.3336e+001 +1.0143e+001 +1.4314e+001 +1.4255e+001 +7.8385e+000 +9.4676e+000 +9.9689e+000 +5.1502e+000 +5.7176e+000 +8.1005e+000 +8.2910e+000 +9.1434e+000 +5.3890e+000 +7.1051e+000 +7.8319e+000 +7.5818e+000
252 +3.854589096e+004 +3.854589096e+004 +3.856125096e+004 +3.856125096e+004 +1.2492e+001 +1.0883e+001 +1.5596e+001 +1.3251e+001 +9.4417e+000 +1.0034e+001 +5.4988e+000 +1.3605e+001 +7.1150e+000 +8.6511e+000 +7.3710e+000 +3.3647e+000 +6.8105e+000 +8.7507e+000 +7.1724e+000 +7.8719e+000 +7.1536e+000 +7.7996e+000 +6.4488e+000 +7.4111e+000
654 +2.467334720e+004 +2.467334720e+004 +2.468870720e+004 +2.468870720e+004 +1.4387e+001 +1.3395e+001 +1.0522e+001 +1.6978e+001 +4.6132e+000 +1.1270e+001 +8.8622e+000 +8.4414e+000 +1.0014e+001 +7.1586e+000 +8.7193e+000 +3.8186e+000 +5.6971e+000 +8.3304e+000 +1.1697e+001 +1.4184e+000 +4.5413e+000 +7.5786e+000 +6.2793e+000 +3.2945e+000
849 +1.514995794e+004 +1.514995794e+004 +1.516531794e+004 +1.516531794e+004 +1.4090e+001 +1.6600e+001 +1.0358e+001 +1.2176e+001 +5.9883e+000 +8.7329e+000 +9.2739e+000 +6.6870e+000 +9.5887e-001 +3.5629e+000 +2.3162e+000 +4.5179e+000 +4.1675e+000 +8.1106e+000 +9.0121e+000 +2.0173e+000 +2.4435e+000 +7.4387e+000 +5.7202e+000 -7.3119e-001
1155 +9.244444726e+003 +9.244444726e+003 +9.259804726e+003 +9.259804726e+003 +1.4594e+001 +1.6485e+001 +7.6648e+000 +9.5660e+000 -9.0986e-001 +6.9079e+000 +8.2585e+000 +7.1995e+000 +2.6838e+000 +8.1803e-001 -5.4906e-001 +1.6722e+000 +3.3302e+000 +6.8644e+000 +6.8923e+000 +1.4128e-002 +2.8309e+000 +7.9387e+000 +4.0877e+000 -1.9506e+000
1312 +6.087551910e+003 +6.087551910e+003 +6.102911910e+003 +6.102911910e+003 +1.3453e+001 +1.7426e+001 +2.2161e+000 +7.2072e+000 -1.6093e+000 +5.3460e+000 +7.7281e+000 +6.4030e+000 +1.4989e-002 -3.6299e+000 -2.7818e+000 +3.0480e-001 +2.0204e+000 +6.0408e+000 +5.0251e+000 -3.3627e-001 +1.7447e+000 +7.1104e+000 +3.4193e+000 -2.4576e+000
1481 +3.928758650e+003 +3.928758650e+003 +3.944118650e+003 +3.944118650e+003 +1.1757e+001 +1.8017e+001 +1.6584e+000 +5.4337e+000 +6.9517e-001 +4.9920e+000 +8.5481e+000 +6.8738e+000 -1.8935e+000 -3.6017e+000 -3.2967e+000 -7.4225e-001 +7.5574e-001 +4.9215e+000 +4.7357e+000 -2.3920e+000 +3.3172e+000 +6.9686e+000 +2.3078e+000 -2.8622e+000
1730 +2.478749127e+003 +2.478749127e+003 +2.494109127e+003 +2.494109127e+003 +1.1758e+001 +1.7324e+001 +3.0436e-001 +3.7122e+000 -2.0042e+000 +4.4518e+000 +8.3981e+000 +5.8035e+000 -1.2518e+000 -6.3673e+000 -5.0868e+000 -1.2606e+000 -7.4437e-001 +3.8125e+000 +5.3715e+000 -3.2954e+000 +2.7884e+000 +6.6975e+000 -6.7846e-002 -2.4063e+000
2297 +1.563476361e+003 +1.563476361e+003 +1.578836361e+003 +1.578836361e+003 +9.1643e+000 +1.8666e+001 +9.9622e-001 -6.4796e+000 -1.5983e+000 +3.7682e+000 +6.2144e+000 +4.2768e+000 -8.6032e-001 -6.3080e+000 -5.8554e+000 -2.4799e+000 -3.1173e+000 +7.5869e-001 +4.2106e+000 -2.9378e+000 +2.3229e+000 +6.3967e+000 -2.0155e+000 -2.0595e+000
3607 +9.892137898e+002 +9.892137898e+002 +1.004573790e+003 +1.004573790e+003 +4.2251e+000 +1.8858e+001 -1.1740e+000 -3.3954e+000 -1.1176e+000 +2.6370e+000 +4.9092e+000 +2.1637e+000 -1.5812e+000 -5.7576e+000 -4.3389e+000 -2.6733e+000 -8.7520e-001 +5.5758e-001 +3.6740e+000 -2.9089e+000 +1.9796e+000 +5.5945e+000 -2.4853e+000 -2.6732e+000
5902 +6.193065644e+002 +6.193065644e+002 +6.346665644e+002 +6.346665644e+002 +3.0561e+000 +1.8747e+001 -2.1237e+000 -2.5878e+000 -2.1919e+000 +1.2454e+000 -1.3175e+000 +1.3657e+000 -1.1034e+000 -5.8419e+000 -3.3614e+000 -2.1257e+000 -1.2756e+000 +7.1238e-001 +3.8214e+000 -2.4514e+000 +2.9009e+000 +5.4767e+000 -2.8047e+000 -1.9835e+000
